from	 criminal_triples/case_11.txt	 Petitioner Jae Lee	 moved from	 South Korea 	 Petitioner Jae Lee moved to the United States from South Korea with his parents when he was 13
amounts	 criminal_triples/case_19.txt	 legislation	 provide	 r eimbursement of amounts 	 While these cases were pending in this Court, Colorado passed new legislation to provide "[r]eimbursement of amounts paid following a vacated conviction.
takes	 criminal_triples/case_19.txt	 legislation	 takes effect at_time	 September 1 2017 	 That legislation takes effect September 1, 2017, and has no effect on the cases before us
sums	 criminal_triples/case_19.txt	 sums	 served	 for children conceived 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
conceived	 criminal_triples/case_19.txt	 sums	 served	 for children conceived 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
tuition	 criminal_triples/case_19.txt	 sums	 served	 tuition waivers at state institutions of higher education for exonerated person for children conceived 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
waivers	 criminal_triples/case_19.txt	 sums	 served	 tuition waivers at state institutions of higher education for exonerated person for children conceived 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
institutions	 criminal_triples/case_19.txt	 sums	 served	 tuition waivers at state institutions of higher education for exonerated person for children conceived 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
offender	 criminal_triples/case_19.txt	 defendant	 placed on	 sex offender registry 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
registry	 criminal_triples/case_19.txt	 defendant	 placed on	 sex offender registry 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
parole	 criminal_triples/case_19.txt	 defendant	 placed on	 parole 	 Compensation under the Exoneration Act includes $70,000 per year of incarceration for the wrongful conviction; additional sums per year served while the defendant is under a sentence of death, or placed on parole or probation or on a sex offender registry; compensation for child support payments due during incarceration; tuition waivers at state institutions of higher education for the exonerated person and for any children conceived or legally adopted before the incarceration; and reasonable attorney's fees for bringing an Exoneration Act claim
misapprehends	 criminal_triples/case_19.txt	 Colorado	 misapprehends	 Wolfish 	 Colorado misapprehends Wolfish
offends	 criminal_triples/case_19.txt	 it	 offends	 principle 	 Under Medina, a criminal procedure violates due process if "it offends some principle of justice so rooted in the traditions and conscience of our people as to be ranked as fundamental.
unquestionably	 criminal_triples/case_19.txt	 presumption	 unquestionably fits	 bill 	 The presumption of innocence unquestionably fits that bill
